Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2011-08-03 01:37:11,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-03 02:34:56,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-03 05:32:37,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-04 00:45:35,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-04 01:08:32,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-04 01:09:38,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-04 05:00:46,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-04 08:44:50,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-04 21:29:26,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-05 00:14:31,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-05 01:48:19,VR2W-110395,A69-1303-62846,,,,,HIMB South East
2011-08-05 05:20:59,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 05:22:22,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 05:23:16,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 06:09:37,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 06:59:56,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 07:07:04,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 07:08:06,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 07:09:35,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 07:36:01,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 10:14:36,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 10:29:04,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 10:30:02,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 10:31:24,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:07:07,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:07:47,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:08:31,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:09:26,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:32:45,VR2W-110394,A69-1303-62846,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:36:36,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 11:40:20,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 12:31:03,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 12:32:16,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 13:52:45,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 13:56:31,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
2011-08-05 13:58:02,VR2W-110394,A69-1303-54784,,,,,Reef 44,+21.4767,-157.8299
