Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2011-02-23 03:19:50,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-02-23 03:20:50,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-02-23 03:22:14,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-02-23 03:23:30,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-02-23 03:24:28,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:34:45,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:37:36,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:38:49,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:39:40,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:40:48,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:41:30,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:42:20,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:43:26,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:44:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:44:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:45:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:46:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:47:28,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:48:20,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:49:29,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:50:13,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-14 01:51:07,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-17 21:53:28,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-17 22:05:21,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:33:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:34:24,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:35:22,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:36:44,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:37:55,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:39:43,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:41:11,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:42:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:43:40,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:44:23,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:45:14,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:46:24,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:47:08,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-18 01:59:16,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 01:43:07,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 01:44:20,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:16:54,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:17:42,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:18:44,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:20:14,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:21:40,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:22:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:24:01,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:25:33,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:27:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:28:31,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:29:51,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:30:57,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-03-30 02:33:15,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:38:23,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:39:55,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:41:25,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:42:52,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:44:12,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:45:18,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:45:56,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:46:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:47:29,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:48:36,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:49:17,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:51:05,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 00:52:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 01:55:27,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 01:56:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 01:57:49,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 01:58:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 02:00:48,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 02:01:51,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 02:03:24,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 02:04:54,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:08:51,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:10:07,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:11:05,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:12:27,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:13:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:14:25,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:15:27,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:16:56,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:18:19,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:19:33,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:20:27,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-08 23:21:40,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-09 02:09:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-09 02:11:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-09 02:11:41,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-09 02:12:21,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-09 02:13:08,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:32:18,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:36:33,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:37:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:38:13,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:38:49,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:40:09,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:40:59,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:43:30,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:45:43,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:49:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:50:45,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:52:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:53:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-13 23:56:21,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 00:02:17,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 00:04:44,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 00:05:52,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 00:06:26,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 00:10:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 01:58:20,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-14 02:02:18,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 01:56:54,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:00:54,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:01:51,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:03:12,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:04:19,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:05:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:05:48,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:06:49,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:08:19,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:09:44,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:11:01,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:12:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:13:25,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:14:42,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-16 02:18:23,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:31:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:32:10,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:32:48,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:35:26,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:36:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:36:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:38:43,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:39:24,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:40:10,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:41:10,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:42:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:43:49,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:44:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:47:11,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-17 22:48:27,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:03:45,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:17:35,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:18:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:21:10,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:22:03,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:23:15,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:24:06,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:25:12,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:26:36,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:27:31,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:28:47,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:29:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:31:09,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-18 22:33:15,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:06:03,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:33:29,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:34:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:34:40,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:35:20,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:36:05,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:37:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:50:48,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:55:12,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 00:57:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 01:00:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-19 01:05:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:19:56,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:21:57,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:25:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:26:07,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:26:47,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:27:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:28:30,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:29:52,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:31:01,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:31:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:32:42,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:34:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:35:03,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:36:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:38:02,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:39:25,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:40:38,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:41:29,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:43:19,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:44:09,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:45:52,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:46:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:47:23,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:48:28,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:49:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:49:41,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:50:22,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:51:09,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 01:53:39,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:28:46,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:29:54,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:32:30,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:33:06,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:33:44,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:34:26,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:35:16,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:36:22,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:37:01,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:37:43,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:38:35,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:39:45,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:40:32,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:41:31,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:42:55,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-04-26 02:46:24,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:06:09,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:28:53,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:30:18,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:31:33,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:32:30,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:41:20,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:42:25,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:43:36,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:44:16,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:45:01,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:45:56,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:47:14,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:48:14,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:49:42,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:51:03,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:52:13,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:52:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 00:53:53,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 23:19:55,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 23:20:51,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 23:22:09,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 23:23:10,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 23:27:22,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-18 23:28:21,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:31:52,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:32:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:33:37,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:35:17,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:36:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:37:33,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:38:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:40:15,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:41:14,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-25 23:43:53,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-26 01:34:22,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-05-26 01:36:35,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 22:52:00,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 22:54:11,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 22:57:39,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 22:58:24,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 22:59:19,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:00:35,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:01:33,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:02:56,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:04:08,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:04:58,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:06:05,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:06:44,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:07:28,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:08:22,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:09:35,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:10:29,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:11:43,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:12:36,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:13:49,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-22 23:17:29,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:10:50,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:13:27,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:15:01,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:16:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:18:06,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:19:37,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:21:04,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:22:25,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
2011-07-23 00:23:34,VR2-8148,A69-1303-54784,,,,,FAD U,+21.58167,-157.69167
